지역코드,지역,업종,대분류,중분류,당월_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,전체_점포_수,폐업_률,폐업_점포_수
3110303,성신여대입구역 1번,화장품,쇼핑·소매,생활용품,,,,,,,,,,,,,,2,0,0
3110303,성신여대입구역 1번,문구,쇼핑·소매,생활용품,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,서적,쇼핑·소매,취미·문화,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,의료기기,의료,의료용품,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,안경,의료,의료용품,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,유아의류,쇼핑·소매,패션·잡화,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,반찬가게,쇼핑·소매,식품판매,,,,,,,,,,,,,,3,0,0
3110303,성신여대입구역 1번,핸드폰,쇼핑·소매,전자·통신,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,컴퓨터및주변장치판매,쇼핑·소매,전자·통신,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,여행사,숙박·여행,여행업,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,건축물청소,전문서비스,건물관리,,,,,,,,,,,,,,2,0,0
3110303,성신여대입구역 1번,사진관,생활서비스,기타생활서비스,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,독서실,여가·엔터테인먼트,학습공간,,,,,,,,,,,,,,3,0,0
3110303,성신여대입구역 1번,노래방,여가·엔터테인먼트,오락시설,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,부동산중개업,생활서비스,부동산,,,,,,,,,,,,,,10,0,0
3110303,성신여대입구역 1번,가전제품수리,생활서비스,세탁·수선,,,,,,,,,,,,,,1,100,1
3110303,성신여대입구역 1번,네일숍,뷰티·헬스,헤어·네일,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,스포츠클럽,뷰티·헬스,운동,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,당구장,여가·엔터테인먼트,오락시설,,,,,,,,,,,,,,2,0,0
3110303,성신여대입구역 1번,기타법무서비스,전문서비스,법률·세무,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,일반의원,의료,병원,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,예술학원,교육,예체능교육,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,일반교습학원,교육,일반교육,,,,,,,,,,,,,,9,0,0
3110303,성신여대입구역 1번,분식전문점,음식·카페,일반음식점,,,,,,,,,,,,,,6,0,0
3110303,성신여대입구역 1번,치킨전문점,음식·카페,일반음식점,,,,,,,,,,,,,,1,0,0
3110303,성신여대입구역 1번,패스트푸드점,음식·카페,일반음식점,,,,,,,,,,,,,,2,0,0
3110303,성신여대입구역 1번,제과점,음식·카페,카페·베이커리,,,,,,,,,,,,,,4,0,0
3110303,성신여대입구역 1번,양식음식점,음식·카페,일반음식점,,,,,,,,,,,,,,1,0,0
